CASEID,v161444,v161446,v161447,v161448,v161450,v161452,v161458
401412, 1, 0, 1, 1, 0, 0, 1
401414, 0, 0, 0, 0, 0, 1, 0
401416,-1,-1,-1,-1,-1,-1,-1
401417,-1,-1,-1,-1,-1,-1,-1
401422, 1, 0, 1, 0, 0, 0, 0
401423,-1,-1,-1,-1,-1,-1,-1
401426, 0, 0, 0, 0, 0, 0, 0
401427, 1, 1, 1, 1, 1, 0, 1
401428,-1,-1,-1,-1,-1,-1,-1
401430,-1,-1,-1,-1,-1,-1,-1
401431, 0, 0, 0, 1, 0, 0, 1
401435, 0, 0, 0, 0, 0, 0, 0
401436, 1, 1, 0, 0, 0, 0, 0
401437,-1,-1,-1,-1,-1,-1,-1
401438, 0, 0, 0, 0, 0, 0, 0
401439,-1,-1,-1,-1,-1,-1,-1
401441, 1, 0, 0, 1, 0, 1, 0
401442, 0, 0, 0, 0, 0, 0, 0
401444,-1,-1,-1,-1,-1,-1,-1
401447, 1, 0, 1, 0, 0, 1, 0
401448, 1, 0, 1, 0, 0, 0, 0
401450, 1, 0, 0, 0, 0, 1, 0
401457, 0, 0, 0, 0, 0, 0, 0
401461,-1,-1,-1,-1,-1,-1,-1
401463,-1,-1,-1,-1,-1,-1,-1
401464,-1,-1,-1,-1,-1,-1,-1
401468, 0, 0, 0, 0, 0, 0, 0
401469,-1,-1,-1,-1,-1,-1,-1
401472, 0, 0, 1, 0, 1, 0, 1
401475, 1, 0, 0, 0, 0, 0, 1
401476,-1,-1,-1,-1,-1,-1,-1
401477, 1, 0, 0, 0, 0, 0, 1
401478, 0, 0, 1, 0, 0, 0, 0
401482, 0, 0, 0, 0, 0, 0, 0
401485,-1,-1,-1,-1,-1,-1,-1
401486, 0, 0, 0, 0, 0, 0, 0
401492,-1,-1,-1,-1,-1,-1,-1
401496, 1, 0, 0, 0, 0, 0, 0
401501,-1,-1,-1,-1,-1,-1,-1
401504,-1,-1,-1,-1,-1,-1,-1
401505,-1,-1,-1,-1,-1,-1,-1
401511, 1, 1, 0, 0, 0, 1, 1
401512,-1,-1,-1,-1,-1,-1,-1
401513,-1,-1,-1,-1,-1,-1,-1
401515,-5,-5,-5,-5,-5,-5,-5
401516,-1,-1,-1,-1,-1,-1,-1
401520,-1,-1,-1,-1,-1,-1,-1
401522, 0, 0, 0, 0, 0, 0, 0
401525, 1, 0, 0, 0, 0, 0, 0
401527, 1, 0, 0, 0, 0, 0, 0
401528, 0, 0, 0, 0, 0, 0, 0
401531,-1,-1,-1,-1,-1,-1,-1
401537,-1,-1,-1,-1,-1,-1,-1
401539, 1, 0, 0, 1, 0, 0, 0
401542, 0, 0, 0, 0, 0, 1, 0
401543, 0, 0, 1, 0, 1, 0, 0
401548,-1,-1,-1,-1,-1,-1,-1
401552, 0, 0, 0, 0, 0, 0, 0
401554,-1,-1,-1,-1,-1,-1,-1
401555, 0, 0, 0, 0, 0, 0, 0
401557,-1,-1,-1,-1,-1,-1,-1
401559, 0, 0, 1, 0, 0, 1, 0
401563, 0, 0, 0, 0, 0, 0, 1
401570, 1, 1, 1, 1, 1, 0, 1
401571, 1, 0, 0, 0, 0, 0, 0
401573,-1,-1,-1,-1,-1,-1,-1
401574, 0, 0, 0, 0, 0, 0, 0
401576,-1,-1,-1,-1,-1,-1,-1
401579, 0, 1, 1, 0, 0, 0, 0
401580, 1, 0, 0, 0, 0, 0, 0
401581, 1, 0, 1, 1, 1, 0, 1
401582,-5,-5,-5,-5,-5,-5,-5
401583,-1,-1,-1,-1,-1,-1,-1
401584, 0, 0, 0, 0, 0, 0, 0
401585, 0, 0, 1, 0, 0, 0, 0
401586, 0, 0, 0, 0, 1, 1, 0
401587, 0, 0, 0, 0, 0, 0, 0
401588,-1,-1,-1,-1,-1,-1,-1
401590, 0, 0, 0, 0, 0, 0, 0
401592, 0, 0, 1, 0, 0, 0, 0
401593, 0, 1, 1, 0, 0, 0, 0
401597, 0, 0, 1, 0, 1, 0, 0
401598, 0, 0, 0, 0, 0, 0, 0
401601,-1,-1,-1,-1,-1,-1,-1
401602,-1,-1,-1,-1,-1,-1,-1
401603, 0, 0, 0, 0, 0, 1, 0
401605,-1,-1,-1,-1,-1,-1,-1
401607, 0, 0, 1, 0, 1, 0, 1
401609, 0, 1, 1, 1, 1, 1, 1
401610, 0, 0, 0, 0, 0, 0, 1
401611, 0, 0, 1, 0, 0, 0, 0
401613,-1,-1,-1,-1,-1,-1,-1
401618,-1,-1,-1,-1,-1,-1,-1
401622, 0, 1, 1, 0, 1, 0, 1
401624, 0, 0, 0, 0, 0, 0, 0
401625,-1,-1,-1,-1,-1,-1,-1
401630,-1,-1,-1,-1,-1,-1,-1
401632, 0, 0, 0, 0, 1, 0, 0
401636,-1,-1,-1,-1,-1,-1,-1
401637, 0, 0, 0, 1, 0, 1, 1
401639, 0, 0, 0, 0, 0, 0, 0
401642, 1, 1, 1, 1, 1, 1, 1
401643,-1,-1,-1,-1,-1,-1,-1
401646, 0, 0, 0, 1, 0, 1, 0
401649,-1,-1,-1,-1,-1,-1,-1
401654, 0, 0, 0, 0, 0, 0, 0
401662, 1, 1, 1, 1, 1, 0, 1
401664, 0, 0, 0, 0, 0, 0, 0
401665,-1,-1,-1,-1,-1,-1,-1
401669,-1,-1,-1,-1,-1,-1,-1
401672, 0, 1, 0, 1, 0, 0, 1
401675,-1,-1,-1,-1,-1,-1,-1
401678,-1,-1,-1,-1,-1,-1,-1
401685, 0, 0, 0, 0, 0, 1, 0
401686, 1, 0, 1, 0, 0, 0, 0
401687, 0, 0, 0, 1, 0, 1, 1
401694, 0, 0, 0, 0, 0, 0, 0
401696,-1,-1,-1,-1,-1,-1,-1
401698, 0, 0, 0, 0, 0, 0, 0
401699,-1,-1,-1,-1,-1,-1,-1
401700, 0, 1, 1, 1, 0, 1, 1
401703,-1,-1,-1,-1,-1,-1,-1
401705, 0, 0, 0, 0, 0, 0, 0
401706,-1,-1,-1,-1,-1,-1,-1
401709, 1, 0, 1, 0, 1, 1, 0
401715, 0, 0, 0, 0, 1, 0, 0
401716,-1,-1,-1,-1,-1,-1,-1
401723,-1,-1,-1,-1,-1,-1,-1
401728,-1,-1,-1,-1,-1,-1,-1
401732, 0, 0, 1, 0, 0, 0, 0
401733,-1,-1,-1,-1,-1,-1,-1
401736, 0, 0, 0, 0, 0, 0, 0
401739,-1,-1,-1,-1,-1,-1,-1
401746, 0, 0, 0, 0, 0, 0, 0
401747,-1,-1,-1,-1,-1,-1,-1
401748,-1,-1,-1,-1,-1,-1,-1
401749,-1,-1,-1,-1,-1,-1,-1
401752, 0, 0, 0, 0, 0, 1, 0
401756, 0, 0, 0, 0, 0, 0, 0
401757, 0, 0, 0, 0, 0, 0, 0
401758,-1,-1,-1,-1,-1,-1,-1
401759,-1,-1,-1,-1,-1,-1,-1
401761,-1,-1,-1,-1,-1,-1,-1
401762, 1, 0, 0, 1, 0, 0, 0
401771, 1, 0, 0, 0, 0, 0, 0
401773,-1,-1,-1,-1,-1,-1,-1
401774, 1, 0, 0, 0, 0, 0, 0
401780, 0, 0, 0, 1, 0, 0, 0
401782, 0, 0, 0, 0, 0, 0, 0
401791,-1,-1,-1,-1,-1,-1,-1
401792,-1,-1,-1,-1,-1,-1,-1
401793, 0, 0, 0, 0, 0, 1, 0
401795,-1,-1,-1,-1,-1,-1,-1
401797,-1,-1,-1,-1,-1,-1,-1
401798, 0, 0, 0, 0, 0, 0, 0
401802,-1,-1,-1,-1,-1,-1,-1
401804, 0, 0, 0, 0, 0, 1, 0
401807, 0, 0, 0, 0, 0, 0, 0
401808, 0, 0, 0, 0, 0, 1, 0
401811, 0, 0, 1, 0, 0, 0, 0
401812, 0, 0, 1, 0, 1, 0, 0
401815,-1,-1,-1,-1,-1,-1,-1
401821,-1,-1,-1,-1,-1,-1,-1
401824, 0, 0, 0, 0, 0, 0, 0
401828,-1,-1,-1,-1,-1,-1,-1
401829, 1, 0, 0, 0, 0, 1, 0
401830,-1,-1,-1,-1,-1,-1,-1
401832,-1,-1,-1,-1,-1,-1,-1
401833, 1, 0, 1, 0, 0, 0, 0
401835, 0, 0, 0, 0, 0, 0, 0
401836,-1,-1,-1,-1,-1,-1,-1
401839,-1,-1,-1,-1,-1,-1,-1
401841,-1,-1,-1,-1,-1,-1,-1
401849, 0, 1, 1, 1, 0, 0, 1
401850,-1,-1,-1,-1,-1,-1,-1
401852, 0, 0, 0, 0, 0, 1, 0
401854,-1,-1,-1,-1,-1,-1,-1
401856, 0, 0, 1, 0, 1, 0, 0
401858, 0, 0, 1, 0, 0, 0, 0
401859,-1,-1,-1,-1,-1,-1,-1
401860, 0, 0, 0, 0, 1, 0, 0
401861,-1,-1,-1,-1,-1,-1,-1
401862,-1,-1,-1,-1,-1,-1,-1
401867, 1, 1, 0, 1, 0, 1, 1
401872, 0, 0, 0, 0, 0, 0, 0
401874, 0, 0, 0, 0, 0, 0, 0
401875,-1,-1,-1,-1,-1,-1,-1
401876, 0, 0, 0, 0, 0, 0, 0
401883, 0, 0, 0, 0, 0, 1, 0
401887, 0, 0, 1, 0, 0, 0, 0
401889,-1,-1,-1,-1,-1,-1,-1
401891,-1,-1,-1,-1,-1,-1,-1
401895, 0, 0, 1, 0, 1, 0, 0
401902,-1,-1,-1,-1,-1,-1,-1
401903, 1, 1, 1, 1, 0, 0, 1
401906, 1, 0, 0, 0, 0, 0, 0
401909,-1,-1,-1,-1,-1,-1,-1
401910, 0, 0, 0, 0, 0, 0, 0
401911, 1, 1, 1, 0, 0, 0, 0
401914,-1,-1,-1,-1,-1,-1,-1
401915, 0, 0, 1, 0, 0, 0, 0
401916,-1,-1,-1,-1,-1,-1,-1
401917, 0, 0, 0, 1, 0, 1, 1
401918, 0, 0, 0, 0, 0, 0, 0
401919,-1,-1,-1,-1,-1,-1,-1
401920,-1,-1,-1,-1,-1,-1,-1
401922, 0, 0, 1, 0, 0, 0, 0
401923,-1,-1,-1,-1,-1,-1,-1
401924,-1,-1,-1,-1,-1,-1,-1
401926,-1,-1,-1,-1,-1,-1,-1
401928, 0, 0, 0, 0, 0, 0, 0
401931,-1,-1,-1,-1,-1,-1,-1
401938, 1, 0, 0, 0, 0, 0, 0
401940,-1,-1,-1,-1,-1,-1,-1
401941, 1, 0, 1, 0, 0, 1, 0
401943,-1,-1,-1,-1,-1,-1,-1
401945, 1, 0, 0, 0, 0, 1, 0
401949, 0, 0, 0, 0, 0, 0, 0
401950,-1,-1,-1,-1,-1,-1,-1
401958,-1,-1,-1,-1,-1,-1,-1
401959, 0, 0, 1, 1, 0, 1, 1
401968, 0, 0, 0, 0, 0, 0, 0
401971,-1,-1,-1,-1,-1,-1,-1
401972, 1, 0, 0, 0, 0, 1, 0
401973, 1, 0, 0, 0, 0, 0, 0
401976, 0, 0, 0, 0, 1, 0, 0
401978, 0, 0, 0, 1, 0, 0, 1
401982, 0, 0, 0, 0, 0, 0, 0
401985,-1,-1,-1,-1,-1,-1,-1
401989, 0, 1, 0, 1, 0, 0, 1
401991,-1,-1,-1,-1,-1,-1,-1
401993, 0, 0, 0, 0, 0, 0, 0
401997,-1,-1,-1,-1,-1,-1,-1
401998,-5,-5,-5,-5,-5,-5,-5
402001,-1,-1,-1,-1,-1,-1,-1
402002, 0, 0, 0, 0, 0, 1, 1
402003, 0, 0, 0, 0, 0, 0, 0
402012,-1,-1,-1,-1,-1,-1,-1
402013,-1,-1,-1,-1,-1,-1,-1
402016, 0, 0, 0, 0, 0, 0, 0
402017,-1,-1,-1,-1,-1,-1,-1
402018,-1,-1,-1,-1,-1,-1,-1
402019,-1,-1,-1,-1,-1,-1,-1
402030, 0, 1, 1, 1, 0, 0, 0
402033,-9,-9,-9,-9,-9,-9,-9
402036,-1,-1,-1,-1,-1,-1,-1
402038,-1,-1,-1,-1,-1,-1,-1
402039, 0, 0, 0, 0, 0, 1, 0
402040, 0, 1, 1, 1, 0, 0, 1
402041, 0, 0, 0, 0, 0, 1, 1
402042, 0, 0, 0, 0, 0, 0, 0
402046,-1,-1,-1,-1,-1,-1,-1
402048, 0, 0, 0, 0, 0, 0, 0
402049, 0, 0, 0, 0, 0, 0, 0
402050, 0, 0, 0, 0, 0, 0, 0
402052, 0, 1, 0, 0, 0, 0, 0
402058, 1, 0, 0, 0, 0, 1, 1
402059,-1,-1,-1,-1,-1,-1,-1
402060,-1,-1,-1,-1,-1,-1,-1
402063, 0, 1, 0, 0, 0, 1, 1
402066,-1,-1,-1,-1,-1,-1,-1
402067, 1, 0, 0, 0, 0, 0, 0
402068, 0, 0, 0, 0, 0, 0, 0
402069,-1,-1,-1,-1,-1,-1,-1
402074, 1, 1, 1, 1, 1, 0, 1
402078,-1,-1,-1,-1,-1,-1,-1
402094, 0, 0, 0, 0, 0, 0, 0
402098,-1,-1,-1,-1,-1,-1,-1
402099, 0, 0, 0, 0, 0, 0, 0
402101,-1,-1,-1,-1,-1,-1,-1
402104, 1, 0, 0, 0, 0, 0, 0
402105, 0, 0, 0, 0, 0, 1, 0
402109, 0, 0, 0, 0, 0, 0, 0
402116, 1, 0, 0, 0, 0, 1, 0
402118,-1,-1,-1,-1,-1,-1,-1
402120,-1,-1,-1,-1,-1,-1,-1
402124,-1,-1,-1,-1,-1,-1,-1
402134, 0, 0, 0, 1, 0, 0, 0
402136, 0, 0, 0, 0, 0, 0, 1
402137,-1,-1,-1,-1,-1,-1,-1
402140, 0, 1, 0, 1, 0, 1, 1
402143, 0, 0, 1, 0, 1, 0, 0
402144, 0, 1, 0, 0, 0, 0, 0
402146, 0, 0, 1, 0, 1, 0, 0
402147, 1, 0, 1, 0, 0, 0, 0
402149,-1,-1,-1,-1,-1,-1,-1
402150, 0, 0, 0, 0, 0, 0, 0
402154, 0, 0, 0, 0, 0, 0, 1
402155,-9,-9,-9,-9,-9,-9,-9
402158, 0, 0, 1, 1, 0, 0, 1
402162, 0, 0, 0, 0, 0, 0, 0
402163,-1,-1,-1,-1,-1,-1,-1
402164,-1,-1,-1,-1,-1,-1,-1
402168, 0, 0, 0, 0, 0, 0, 0
402170, 0, 0, 0, 0, 0, 0, 0
402171,-1,-1,-1,-1,-1,-1,-1
402172, 0, 0, 0, 0, 0, 0, 0
402173, 0, 0, 0, 0, 0, 0, 1
402174, 1, 0, 0, 0, 0, 1, 0
402175,-1,-1,-1,-1,-1,-1,-1
402179,-1,-1,-1,-1,-1,-1,-1
402187, 0, 0, 1, 0, 0, 0, 0
402188, 1, 0, 0, 0, 0, 0, 0
402190, 0, 0, 0, 0, 0, 1, 1
402191,-1,-1,-1,-1,-1,-1,-1
402193, 0, 0, 0, 0, 0, 0, 0
402195, 0, 0, 0, 0, 1, 0, 0
402200,-1,-1,-1,-1,-1,-1,-1
402202,-1,-1,-1,-1,-1,-1,-1
402204,-1,-1,-1,-1,-1,-1,-1
402206,-1,-1,-1,-1,-1,-1,-1
402209, 1, 0, 0, 0, 0, 0, 0
402210, 0, 0, 0, 0, 0, 0, 0
402212, 0, 0, 0, 0, 0, 1, 0
402213, 0, 0, 0, 0, 0, 0, 0
402215, 0, 0, 0, 0, 0, 0, 0
402219,-1,-1,-1,-1,-1,-1,-1
402221,-5,-5,-5,-5,-5,-5,-5
402224, 1, 0, 0, 0, 0, 0, 0
402229, 0, 0, 1, 0, 1, 0, 0
402233, 1, 0, 0, 0, 0, 0, 0
402234,-1,-1,-1,-1,-1,-1,-1
402237,-1,-1,-1,-1,-1,-1,-1
402240, 0, 0, 0, 0, 0, 0, 0
402241, 1, 0, 1, 0, 0, 0, 0
402244,-1,-1,-1,-1,-1,-1,-1
402248,-1,-1,-1,-1,-1,-1,-1
402253,-1,-1,-1,-1,-1,-1,-1
402254, 0, 0, 1, 0, 1, 0, 0
402257, 0, 0, 0, 0, 0, 1, 0
402258, 1, 0, 0, 0, 0, 1, 0
402259,-1,-1,-1,-1,-1,-1,-1
402262, 0, 0, 0, 0, 0, 0, 0
402265, 0, 0, 1, 1, 0, 0, 0
402267,-1,-1,-1,-1,-1,-1,-1
402270, 0, 0, 0, 0, 0, 1, 0
402271,-1,-1,-1,-1,-1,-1,-1
402282,-1,-1,-1,-1,-1,-1,-1
402284, 0, 1, 0, 0, 0, 1, 1
402286, 1, 0, 0, 0, 0, 0, 0
402289, 0, 0, 0, 0, 0, 0, 0
402290, 0, 1, 1, 0, 1, 0, 0
402296, 1, 0, 0, 0, 0, 0, 0
402298,-1,-1,-1,-1,-1,-1,-1
402301,-1,-1,-1,-1,-1,-1,-1
402303,-1,-1,-1,-1,-1,-1,-1
402305, 0, 0, 0, 0, 0, 1, 0
402308, 0, 0, 0, 0, 0, 0, 0
402309, 0, 0, 0, 0, 0, 0, 0
402310, 1, 1, 1, 1, 0, 1, 1
402312,-1,-1,-1,-1,-1,-1,-1
402313,-1,-1,-1,-1,-1,-1,-1
402315,-1,-1,-1,-1,-1,-1,-1
402316, 1, 0, 1, 0, 0, 0, 0
402318, 1, 0, 0, 0, 0, 0, 0
402320,-1,-1,-1,-1,-1,-1,-1
402321, 0, 0, 0, 0, 0, 0, 0
402325, 1, 0, 1, 0, 0, 1, 0
402327, 0, 0, 0, 0, 0, 0, 0
402329,-1,-1,-1,-1,-1,-1,-1
402330,-1,-1,-1,-1,-1,-1,-1
402331,-1,-1,-1,-1,-1,-1,-1
402334,-1,-1,-1,-1,-1,-1,-1
402338,-1,-1,-1,-1,-1,-1,-1
402340, 0, 0, 0, 0, 0, 0, 0
402342,-1,-1,-1,-1,-1,-1,-1
402343, 0, 0, 0, 0, 0, 1, 0
402345,-1,-1,-1,-1,-1,-1,-1
402350, 0, 0, 0, 1, 0, 0, 0
402358, 1, 0, 0, 0, 0, 0, 0
402359, 0, 0, 0, 0, 0, 1, 0
402360, 0, 0, 1, 0, 1, 0, 0
402365,-1,-1,-1,-1,-1,-1,-1
402366,-1,-1,-1,-1,-1,-1,-1
402367, 1, 0, 0, 0, 0, 0, 1
402368,-1,-1,-1,-1,-1,-1,-1
402370,-1,-1,-1,-1,-1,-1,-1
402373, 0, 0, 1, 0, 0, 1, 1
402374, 0, 0, 0, 0, 0, 0, 0
402379, 0, 0, 0, 0, 0, 0, 0
402380, 0, 0, 0, 0, 0, 1, 0
402384, 0, 0, 0, 0, 0, 0, 0
402387,-1,-1,-1,-1,-1,-1,-1
402389,-1,-1,-1,-1,-1,-1,-1
402391, 0, 0, 1, 0, 0, 0, 0
402392, 0, 0, 0, 0, 0, 0, 0
402397, 1, 0, 0, 0, 0, 0, 0
402398,-1,-1,-1,-1,-1,-1,-1
402404, 0, 0, 0, 0, 0, 1, 0
402406, 0, 0, 1, 0, 0, 0, 0
402411, 0, 0, 0, 1, 0, 0, 1
402413, 1, 1, 1, 1, 1, 0, 1
402416,-1,-1,-1,-1,-1,-1,-1
402420,-1,-1,-1,-1,-1,-1,-1
402428, 0, 0, 0, 0, 0, 0, 0
402429, 1, 0, 0, 0, 0, 0, 0
402430,-1,-1,-1,-1,-1,-1,-1
402432,-1,-1,-1,-1,-1,-1,-1
402434,-5,-5,-5,-5,-5,-5,-5
402435, 0, 1, 0, 1, 1, 0, 0
402437,-1,-1,-1,-1,-1,-1,-1
402439,-1,-1,-1,-1,-1,-1,-1
402445,-1,-1,-1,-1,-1,-1,-1
402448, 0, 0, 1, 0, 0, 0, 0
402451,-1,-1,-1,-1,-1,-1,-1
402455, 0, 0, 1, 0, 0, 0, 1
402456, 1, 0, 0, 0, 0, 0, 1
402457, 0, 0, 0, 0, 0, 0, 0
402472, 1, 1, 0, 1, 0, 1, 0
402474,-1,-1,-1,-1,-1,-1,-1
402480, 0, 1, 1, 1, 0, 0, 0
402481,-1,-1,-1,-1,-1,-1,-1
402486, 0, 0, 0, 0, 0, 1, 1
402488, 0, 0, 1, 1, 1, 0, 1
402491, 0, 0, 1, 0, 1, 0, 0
402493,-1,-1,-1,-1,-1,-1,-1
402496, 0, 0, 0, 0, 0, 0, 0
402497, 0, 0, 0, 0, 0, 0, 0
402508, 0, 0, 1, 0, 0, 0, 0
402509, 0, 0, 0, 0, 0, 1, 0
402510, 0, 0, 0, 0, 1, 0, 0
402512, 0, 0, 0, 0, 0, 0, 0
402513, 0, 0, 1, 0, 1, 0, 0
402514,-1,-1,-1,-1,-1,-1,-1
402515,-1,-1,-1,-1,-1,-1,-1
402517,-1,-1,-1,-1,-1,-1,-1
402521, 0, 0, 1, 0, 0, 0, 0
402522, 1, 0, 0, 0, 0, 0, 1
402525, 0, 0, 1, 0, 1, 1, 0
402526, 1, 0, 1, 0, 0, 0, 0
402529,-1,-1,-1,-1,-1,-1,-1
402530,-1,-1,-1,-1,-1,-1,-1
402531, 0, 0, 1, 0, 0, 0, 0
402538,-1,-1,-1,-1,-1,-1,-1
402539,-1,-1,-1,-1,-1,-1,-1
402542, 0, 0, 1, 0, 0, 0, 0
402544, 1, 1, 1, 1, 1, 0, 1
402547, 1, 0, 0, 0, 0, 0, 0
402549, 0, 0, 0, 0, 0, 1, 1
402550,-1,-1,-1,-1,-1,-1,-1
402552,-5,-5,-5,-5,-5,-5,-5
402553, 0, 0, 0, 0, 0, 0, 0
402560, 0, 0, 0, 0, 0, 0, 0
402561,-1,-1,-1,-1,-1,-1,-1
402562, 0, 1, 0, 1, 0, 1, 1
402565, 1, 0, 0, 0, 0, 0, 0
402566,-1,-1,-1,-1,-1,-1,-1
402568,-1,-1,-1,-1,-1,-1,-1
402570, 0, 0, 1, 0, 0, 0, 0
402573, 0, 0, 0, 0, 0, 0, 0
402574, 1, 1, 1, 1, 0, 1, 1
402576,-1,-1,-1,-1,-1,-1,-1
402577, 0, 0, 0, 0, 0, 0, 0
402582, 1, 1, 0, 0, 1, 1, 1
402583, 0, 0, 0, 0, 0, 1, 0
402587, 0, 0, 0, 0, 0, 0, 0
402588, 1, 0, 1, 0, 0, 1, 0
402590, 0, 0, 0, 0, 0, 0, 0
402594, 0, 0, 0, 0, 0, 0, 0
402597, 1, 0, 0, 1, 0, 0, 0
402598, 1, 0, 0, 0, 0, 0, 0
402602, 0, 0, 0, 0, 0, 0, 0
402603,-1,-1,-1,-1,-1,-1,-1
402605,-1,-1,-1,-1,-1,-1,-1
402612, 0, 0, 0, 0, 1, 0, 0
402614,-1,-1,-1,-1,-1,-1,-1
402615,-1,-1,-1,-1,-1,-1,-1
402617, 0, 0, 1, 1, 0, 0, 0
402620,-1,-1,-1,-1,-1,-1,-1
402623,-1,-1,-1,-1,-1,-1,-1
402625, 0, 0, 0, 0, 0, 0, 0
402626, 0, 0, 1, 0, 0, 1, 0
402628, 0, 1, 1, 0, 0, 0, 0
402629, 0, 0, 0, 0, 0, 1, 0
402630, 0, 0, 0, 0, 0, 0, 0
402631,-1,-1,-1,-1,-1,-1,-1
402635,-1,-1,-1,-1,-1,-1,-1
402636, 0, 0, 0, 0, 0, 1, 0
402637,-1,-1,-1,-1,-1,-1,-1
402638, 0, 0, 1, 0, 0, 0, 0
402642, 0, 0, 0, 0, 0, 0, 0
402647, 0, 0, 0, 0, 0, 0, 0
402649, 0, 0, 0, 0, 1, 0, 0
402651, 0, 0, 0, 0, 0, 1, 1
402655,-1,-1,-1,-1,-1,-1,-1
402657,-1,-1,-1,-1,-1,-1,-1
402659,-1,-1,-1,-1,-1,-1,-1
402664, 0, 0, 0, 0, 0, 0, 0
402670, 0, 0, 0, 0, 0, 0, 0
402672, 0, 1, 1, 1, 0, 0, 0
402673,-1,-1,-1,-1,-1,-1,-1
402675, 0, 0, 1, 0, 0, 0, 0
402679, 0, 0, 0, 0, 0, 0, 0
402680, 0, 1, 0, 1, 0, 0, 1
402681, 0, 0, 1, 0, 1, 0, 0
402682, 0, 0, 0, 1, 0, 0, 0
402684, 0, 0, 0, 0, 0, 0, 0
402688,-1,-1,-1,-1,-1,-1,-1
402690, 0, 0, 0, 0, 0, 0, 0
402691,-1,-1,-1,-1,-1,-1,-1
402692, 0, 0, 1, 0, 0, 0, 0
402693,-1,-1,-1,-1,-1,-1,-1
402694, 0, 0, 1, 0, 0, 0, 0
402696, 0, 0, 0, 0, 0, 0, 0
402698, 0, 0, 0, 0, 0, 0, 0
402699, 0, 0, 0, 0, 0, 0, 0
402700,-1,-1,-1,-1,-1,-1,-1
402703,-1,-1,-1,-1,-1,-1,-1
402713,-1,-1,-1,-1,-1,-1,-1
402722, 0, 0, 0, 0, 0, 1, 0
402723,-1,-1,-1,-1,-1,-1,-1
402724, 0, 0, 0, 0, 0, 0, 0
402725,-1,-1,-1,-1,-1,-1,-1
402726,-1,-1,-1,-1,-1,-1,-1
402727, 1, 0, 1, 0, 0, 0, 0
402728, 0, 0, 0, 0, 1, 0, 0
402732, 1, 0, 0, 0, 0, 0, 0
402733, 0, 1, 0, 1, 0, 1, 1
402734, 0, 0, 0, 0, 0, 1, 0
402735, 0, 0, 0, 0, 0, 0, 0
402737, 1, 0, 1, 0, 1, 0, 0
402742,-1,-1,-1,-1,-1,-1,-1
402744,-1,-1,-1,-1,-1,-1,-1
402745, 0, 0, 0, 0, 0, 0, 0
402746, 0, 1, 1, 0, 0, 0, 0
402751,-1,-1,-1,-1,-1,-1,-1
402753,-1,-1,-1,-1,-1,-1,-1
402756, 1, 0, 0, 0, 0, 0, 0
402758, 0, 0, 0, 0, 0, 0, 0
402759, 0, 1, 0, 0, 0, 0, 0
402767,-1,-1,-1,-1,-1,-1,-1
402768, 0, 0, 0, 0, 1, 0, 0
402769,-1,-1,-1,-1,-1,-1,-1
402771,-1,-1,-1,-1,-1,-1,-1
402773, 0, 1, 0, 0, 0, 0, 1
402775,-1,-1,-1,-1,-1,-1,-1
402777,-1,-1,-1,-1,-1,-1,-1
402778,-1,-1,-1,-1,-1,-1,-1
402780, 1, 1, 0, 0, 0, 0, 0
402782,-1,-1,-1,-1,-1,-1,-1
402783, 1, 0, 1, 0, 0, 1, 0
402785, 0, 1, 0, 1, 0, 1, 1
402788, 0, 1, 0, 0, 0, 1, 0
402790,-1,-1,-1,-1,-1,-1,-1
402793,-1,-1,-1,-1,-1,-1,-1
402795, 0, 0, 1, 0, 1, 0, 0
402796,-1,-1,-1,-1,-1,-1,-1
402800, 0, 0, 0, 0, 0, 0, 0
402815, 0, 0, 0, 0, 0, 1, 0
402816, 0, 1, 1, 1, 0, 0, 1
402817,-1,-1,-1,-1,-1,-1,-1
402818, 0, 0, 0, 0, 1, 0, 0
402820,-1,-1,-1,-1,-1,-1,-1
402821,-1,-1,-1,-1,-1,-1,-1
402822, 0, 1, 1, 0, 0, 1, 1
402823, 0, 0, 0, 1, 0, 0, 0
402825, 0, 0, 0, 1, 0, 0, 0
402828, 0, 0, 0, 0, 1, 0, 0
402829,-1,-1,-1,-1,-1,-1,-1
402831,-5,-5,-5,-5,-5,-5,-5
402834, 1, 1, 1, 1, 0, 0, 1
402835,-1,-1,-1,-1,-1,-1,-1
402836, 0, 0, 0, 0, 0, 0, 0
402837, 0, 0, 1, 0, 0, 0, 0
402838, 0, 0, 0, 0, 0, 0, 1
402839,-1,-1,-1,-1,-1,-1,-1
402847, 0, 0, 0, 0, 0, 0, 0
402849, 1, 1, 0, 0, 0, 0, 1
402850, 0, 0, 0, 0, 0, 0, 0
402856, 1, 0, 0, 0, 0, 1, 0
402859,-1,-1,-1,-1,-1,-1,-1
402862, 0, 0, 0, 0, 0, 1, 0
402865,-9,-9,-9,-9,-9,-9,-9
402866,-1,-1,-1,-1,-1,-1,-1
402867,-1,-1,-1,-1,-1,-1,-1
402868,-1,-1,-1,-1,-1,-1,-1
402870, 1, 0, 0, 0, 0, 0, 0
402871, 0, 0, 0, 0, 0, 0, 0
402873,-1,-1,-1,-1,-1,-1,-1
402874, 0, 0, 0, 0, 0, 0, 0
402875, 0, 0, 0, 0, 0, 0, 0
